total energy-propagated        0.00000000E+00  -9.1104699698E+01 +-    2.6155771106E+00   
total energy-propagated        0.00000000E+00  -8.5964763055E+01 +-    2.6065791683E+00   
total energy-propagated        0.00000000E+00  -8.6239201773E+01 +-    2.8403663146E+00   
total energy-propagated        0.00000000E+00  -8.4260732716E+01 +-    2.5831934148E+00   
total energy-propagated        0.00000000E+00  -8.3534786407E+01 +-    2.5957946759E+00   
total energy-propagated        0.00000000E+00  -8.9172315773E+01 +-    2.9596186888E+00   
total energy-propagated        0.00000000E+00  -9.1183494122E+01 +-    2.7835816693E+00   
total energy-propagated        0.00000000E+00  -9.1324203681E+01 +-    2.6035236162E+00   
total energy-propagated        0.00000000E+00  -8.6712683446E+01 +-    2.5037403672E+00   
total energy-propagated        0.00000000E+00  -8.7191827956E+01 +-    2.7758811976E+00   
total energy-propagated        0.00000000E+00  -8.6849402147E+01 +-    2.9957690485E+00   
total energy-propagated        0.00000000E+00  -8.8244762114E+01 +-    2.6128695563E+00   
total energy-propagated        0.00000000E+00  -9.1820989078E+01 +-    2.6016874726E+00   
total energy-propagated        0.00000000E+00  -8.4643396271E+01 +-    2.7127440241E+00   
total energy-propagated        0.00000000E+00  -8.8183627124E+01 +-    2.5868152930E+00   
total energy-propagated        0.00000000E+00  -8.5680897552E+01 +-    2.7112832176E+00   
total energy-propagated        0.00000000E+00  -8.3862670084E+01 +-    2.5274513211E+00   
total energy-propagated        0.00000000E+00  -8.7910205214E+01 +-    2.5224370759E+00   
total energy-propagated        0.00000000E+00  -8.5495736834E+01 +-    2.7681995042E+00   
total energy-propagated        0.00000000E+00  -8.6377887315E+01 +-    2.9136977722E+00   
total energy-propagated        0.00000000E+00  -9.2110500442E+01 +-    2.5554263721E+00   
total energy-propagated        0.00000000E+00  -8.6348673015E+01 +-    2.5264419649E+00   
total energy-propagated        0.00000000E+00  -8.5303810363E+01 +-    2.6365873033E+00   
total energy-propagated        0.00000000E+00  -8.9188251188E+01 +-    2.8597452245E+00   
total energy-propagated        0.00000000E+00  -8.7150518822E+01 +-    2.5649068021E+00   
total energy-propagated        0.00000000E+00  -8.4884922075E+01 +-    2.5596505850E+00   
total energy-propagated        0.00000000E+00  -8.6167904907E+01 +-    2.4153495815E+00   
total energy-propagated        0.00000000E+00  -8.8679803800E+01 +-    2.7825905382E+00   
total energy-propagated        0.00000000E+00  -8.7534677745E+01 +-    2.7869391772E+00   
total energy-propagated        0.00000000E+00  -8.9089612688E+01 +-    2.9929078880E+00   
total energy-propagated        0.00000000E+00  -9.0309264964E+01 +-    2.8968600964E+00   
total energy-propagated        0.00000000E+00  -9.1610767862E+01 +-    2.5345975661E+00   
total energy-propagated        0.00000000E+00  -8.4345438195E+01 +-    2.5274748557E+00   
total energy-propagated        0.00000000E+00  -8.7516630028E+01 +-    2.5141697508E+00   
total energy-propagated        0.00000000E+00  -8.6990690489E+01 +-    2.6051542223E+00   
total energy-propagated        0.00000000E+00  -9.3250997362E+01 +-    2.7406982300E+00   
total energy-propagated        0.00000000E+00  -9.1434658019E+01 +-    2.8433734819E+00   
total energy-propagated        0.00000000E+00  -8.2924400884E+01 +-    2.7610275933E+00   
total energy-propagated        0.00000000E+00  -8.4591796368E+01 +-    2.7280553775E+00   
total energy-propagated        0.00000000E+00  -8.5480092279E+01 +-    2.5038943609E+00   
total energy-propagated        0.00000000E+00  -8.8015652776E+01 +-    2.4279645087E+00   
total energy-propagated        0.00000000E+00  -8.6271498153E+01 +-    2.7243498801E+00   
total energy-propagated        0.00000000E+00  -8.7711948808E+01 +-    2.9050542525E+00   
total energy-propagated        0.00000000E+00  -8.7168005856E+01 +-    2.5554102448E+00   
total energy-propagated        0.00000000E+00  -8.2715762409E+01 +-    2.6274300241E+00   
total energy-propagated        0.00000000E+00  -9.2825452063E+01 +-    2.4786132995E+00   
total energy-propagated        0.00000000E+00  -8.5020448471E+01 +-    2.7376479620E+00   
total energy-propagated        0.00000000E+00  -8.2250432376E+01 +-    2.4102988614E+00   
total energy-propagated        0.00000000E+00  -8.7885107570E+01 +-    2.6050648255E+00   
total energy-propagated        0.00000000E+00  -9.0411209114E+01 +-    2.3505415703E+00   
