  0.5500000E+00  0.5140270E+00  0.4533499E-02  0.5140270E+00  0.0000000E+00
  0.5510000E+00  0.5116508E+00  0.4300135E-02  0.5128389E+00  0.8401029E-03
  0.5520000E+00  0.5069618E+00  0.4473474E-02  0.5108799E+00  0.1694775E-02
  0.5530000E+00  0.5022210E+00  0.4284670E-02  0.5087151E+00  0.2264992E-02
  0.5540000E+00  0.5023926E+00  0.4396596E-02  0.5074506E+00  0.2136008E-02
  0.5550000E+00  0.5082984E+00  0.4443448E-02  0.5075919E+00  0.1784673E-02
  0.5560000E+00  0.5105680E+00  0.4479096E-02  0.5080171E+00  0.1579550E-02
  0.5570000E+00  0.5086324E+00  0.4307747E-02  0.5080940E+00  0.1383978E-02
  0.5580000E+00  0.5172382E+00  0.3975134E-02  0.5091100E+00  0.1559165E-02
  0.5590000E+00  0.5131667E+00  0.3735256E-02  0.5095157E+00  0.1455066E-02
  0.5600000E+00  0.5096456E+00  0.3962286E-02  0.5095275E+00  0.1322836E-02
  0.5610000E+00  0.5116199E+00  0.4410557E-02  0.5097019E+00  0.1224037E-02
  0.5620000E+00  0.5117564E+00  0.4444232E-02  0.5098599E+00  0.1140038E-02
  0.5630000E+00  0.5123551E+00  0.4545839E-02  0.5100381E+00  0.1072448E-02
  0.5640000E+00  0.5121397E+00  0.4361709E-02  0.5101782E+00  0.1010061E-02
  0.5650000E+00  0.5140374E+00  0.4309545E-02  0.5104194E+00  0.9753056E-03
  0.5660000E+00  0.5132295E+00  0.4350766E-02  0.5105847E+00  0.9318367E-03
  0.5670000E+00  0.5087555E+00  0.3938075E-02  0.5104831E+00  0.8855922E-03
  0.5680000E+00  0.5088776E+00  0.3740852E-02  0.5103986E+00  0.8430040E-03
  0.5690000E+00  0.5101773E+00  0.3782245E-02  0.5103875E+00  0.8009265E-03
  0.5700000E+00  0.5122456E+00  0.3797226E-02  0.5104760E+00  0.7676588E-03
  0.5710000E+00  0.5074821E+00  0.4117400E-02  0.5103399E+00  0.7447304E-03
  0.5720000E+00  0.5094704E+00  0.4007805E-02  0.5103021E+00  0.7133098E-03
  0.5730000E+00  0.5046721E+00  0.3970157E-02  0.5100675E+00  0.7211317E-03
  0.5740000E+00  0.5073180E+00  0.4004456E-02  0.5099576E+00  0.7006234E-03
  0.5750000E+00  0.5037019E+00  0.4056936E-02  0.5097170E+00  0.7137940E-03
  0.5760000E+00  0.5023043E+00  0.4032941E-02  0.5094424E+00  0.7382702E-03
  0.5770000E+00  0.5028839E+00  0.4217924E-02  0.5092082E+00  0.7481389E-03
  0.5780000E+00  0.5037535E+00  0.3922199E-02  0.5090201E+00  0.7456104E-03
  0.5790000E+00  0.5028468E+00  0.3858998E-02  0.5088143E+00  0.7486134E-03
  0.5800000E+00  0.4998200E+00  0.3851129E-02  0.5085242E+00  0.7786618E-03
  0.5810000E+00  0.5051444E+00  0.3660495E-02  0.5084186E+00  0.7614581E-03
  0.5820000E+00  0.4966504E+00  0.3919653E-02  0.5080619E+00  0.8176356E-03
  0.5830000E+00  0.4972838E+00  0.4005469E-02  0.5077449E+00  0.8528290E-03
  0.5840000E+00  0.4991397E+00  0.3927595E-02  0.5074991E+00  0.8631753E-03
  0.5850000E+00  0.5008980E+00  0.3701636E-02  0.5073157E+00  0.8584531E-03
  0.5860000E+00  0.5031361E+00  0.3795834E-02  0.5072028E+00  0.8426511E-03
  0.5870000E+00  0.4993131E+00  0.3867405E-02  0.5069951E+00  0.8456675E-03
  0.5880000E+00  0.4949782E+00  0.3879065E-02  0.5066870E+00  0.8783257E-03
  0.5890000E+00  0.4939721E+00  0.3827114E-02  0.5063691E+00  0.9120757E-03
  0.5900000E+00  0.4945565E+00  0.4368057E-02  0.5060810E+00  0.9342277E-03
  0.5910000E+00  0.4897219E+00  0.4061627E-02  0.5056915E+00  0.9898563E-03
  0.5920000E+00  0.4938253E+00  0.4217025E-02  0.5054156E+00  0.1004567E-02
  0.5930000E+00  0.4917646E+00  0.4141615E-02  0.5051053E+00  0.1028529E-02
  0.5940000E+00  0.4949322E+00  0.4634591E-02  0.5048792E+00  0.1030218E-02
  0.5950000E+00  0.4893479E+00  0.4120608E-02  0.5045416E+00  0.1061709E-02
  0.5960000E+00  0.4906455E+00  0.4256687E-02  0.5042459E+00  0.1079502E-02
  0.5970000E+00  0.4927820E+00  0.4196571E-02  0.5040071E+00  0.1083110E-02
  0.5980000E+00  0.4915855E+00  0.4156208E-02  0.5037536E+00  0.1090269E-02
  0.5990000E+00  0.4877494E+00  0.4120691E-02  0.5034335E+00  0.1114459E-02
  0.6000000E+00  0.4943359E+00  0.4120043E-02  0.5032551E+00  0.1106792E-02
  0.6010000E+00  0.4916478E+00  0.4137017E-02  0.5030319E+00  0.1107788E-02
  0.6020000E+00  0.4954223E+00  0.4116603E-02  0.5028883E+00  0.1096151E-02
  0.6030000E+00  0.4987525E+00  0.5042449E-02  0.5028118E+00  0.1078524E-02
  0.6040000E+00  0.5015814E+00  0.4659136E-02  0.5027894E+00  0.1059147E-02
  0.6050000E+00  0.4989296E+00  0.4509261E-02  0.5027205E+00  0.1042474E-02
  0.6060000E+00  0.4972006E+00  0.4310483E-02  0.5026236E+00  0.1028673E-02
  0.6070000E+00  0.4960530E+00  0.4036832E-02  0.5025103E+00  0.1017156E-02
  0.6080000E+00  0.4956055E+00  0.4021658E-02  0.5023933E+00  0.1006626E-02
  0.6090000E+00  0.5016311E+00  0.4172919E-02  0.5023806E+00  0.9899294E-03
  0.6100000E+00  0.5041545E+00  0.4192094E-02  0.5024097E+00  0.9741282E-03
  0.6110000E+00  0.4997789E+00  0.4900039E-02  0.5023672E+00  0.9593401E-03
  0.6120000E+00  0.4993350E+00  0.4211405E-02  0.5023191E+00  0.9453191E-03
  0.6130000E+00  0.5015115E+00  0.4148801E-02  0.5023065E+00  0.9306327E-03
  0.6140000E+00  0.5043846E+00  0.4020242E-02  0.5023385E+00  0.9168643E-03
  0.6150000E+00  0.5097444E+00  0.3903740E-02  0.5024507E+00  0.9098129E-03
  0.6160000E+00  0.5042714E+00  0.3819907E-02  0.5024779E+00  0.8966394E-03
  0.6170000E+00  0.5024505E+00  0.3913905E-02  0.5024775E+00  0.8834536E-03
  0.6180000E+00  0.5024660E+00  0.3857568E-02  0.5024773E+00  0.8706499E-03
  0.6190000E+00  0.5000065E+00  0.3949869E-02  0.5024420E+00  0.8589273E-03
  0.6200000E+00  0.5021213E+00  0.3859002E-02  0.5024375E+00  0.8468416E-03
  0.6210000E+00  0.5011311E+00  0.3845205E-02  0.5024193E+00  0.8352742E-03
  0.6220000E+00  0.4963875E+00  0.3890216E-02  0.5023367E+00  0.8279089E-03
  0.6230000E+00  0.4966301E+00  0.3773135E-02  0.5022596E+00  0.8203047E-03
  0.6240000E+00  0.4878944E+00  0.3898820E-02  0.5020680E+00  0.8314278E-03
  0.6250000E+00  0.4916867E+00  0.4077323E-02  0.5019314E+00  0.8316330E-03
  0.6260000E+00  0.4959208E+00  0.4058099E-02  0.5018534E+00  0.8244880E-03
  0.6270000E+00  0.4983736E+00  0.3604297E-02  0.5018088E+00  0.8151237E-03
