total number of boss =    500
total number of workers =      0
total number of cpu =    500
total time of execution (sec) =    677.616
total time for rebalance (sec) =      6.561



     cpu #       sent     received  maxnw       minnw
       109       221       244        23        16
       110       229       228        23        17
       111       230       241        23        16
       112       211       232        24        16
       113       257       221        23        16
       114       213       241        24        17
       115       241       240        23        16
       116       214       220        23        15
       117       278       232        24        16
       118       209       226        24        15
       119       235       235        23        16
       120       231       254        23        16
       121       191       225        23        15
       122       256       235        23        17
       123       218       234        24        17
       124       224       233        23        15
       125       216       222        23        17
       126       224       220        24        17
       127       220       248        23        16
       128       238       217        24        15
       129       238       227        23        16
       130       234       249        24        15
       131       220       245        24        16
       132       247       226        23        16
       133       196       230        24        16
       134       248       232        23        17
       135       243       235        23        17
       136       218       228        24        15
       137       214       226        23        17
       138       256       237        24        16
       139       232       237        23        16
       140       195       227        23        17
       141       260       238        23        17
       142       203       233        23        16
       143       268       232        23        17
       144       241       232        24        16
       145       220       243        23        16
       146       242       229        24        15
       147       249       241        23        16
       148       219       225        24        17
       149       258       250        23        15
       150       215       226        23        16
       151       218       219        23        17
       152       221       240        24        17
       153       251       240        24        16
       154       206       237        24        16
       155       223       230        23        17
       156       231       207        24        17
       157       233       215        24        17
       158       206       227        23        17
       159       305       244        24        17
       160       233       227        23        16
       161       218       226        23        16
       162       255       241        23        16
       163       235       242        24        16
       164       234       242        23        16
       165       232       223        24        16
       166       232       220        23        16
       167       218       233        24        16
       168       211       221        24        16
       169       247       259        24        14
       170       199       225        23        16
       171       240       237        23        17
       172       231       244        23        16
       173       220       241        23        16
       174       207       219        23        17
       175       228       247        23        16
       176       248       219        24        16
       177       229       240        23        16
       178       236       226        23        16
       179       238       223        24        17
       180       253       230        24        16
       181       226       237        24        15
       182       218       223        24        15
       183       269       229        23        17
       184       212       230        23        16
       185       208       228        23        17
       186       214       234        24        16
       187       224       235        24        17
       188       241       231        24        17
       189       195       218        24        16
       190       218       235        24        15
       191       230       237        24        16
       192       248       210        24        16
       193       220       243        24        16
       194       181       233        24        16
       195       222       236        23        17
       196       245       220        24        16
       197       217       224        24        17
       198       207       238        23        15
       199       239       225        23        15
       200       237       220        24        17
       201       235       233        24        15
       202       241       221        23        17
       203       237       244        24        16
       204       249       215        24        17
       205       247       223        23        17
       206       232       220        24        17
       207       222       245        24        15
       208       256       244        24        16
       209       247       196        24        16
       210       216       222        23        17
       211       207       240        24        16
       212       211       226        24        15
       213       262       245        24        17
       214       212       222        23        16
       215       240       217        23        17
       216       238       235        24        16
       217       262       239        24        15
       218       238       234        24        16
       219       196       247        23        15
       220       215       231        24        16
       221       194       246        23        15
       222       215       244        24        16
       223       225       215        24        17
       224       218       231        23        17
       225       236       219        24        17
       226       204       209        23        16
       227       235       233        23        16
       228       225       225        23        17
       229       247       230        24        15
       230       243       239        23        15
       231       217       233        23        17
       232       247       219        24        16
       233       246       228        24        14
       234       217       228        23        15
       235       213       201        23        17
       236       230       246        24        16
       237       222       234        23        16
       238       255       228        24        16
       239       254       241        23        17
       240       228       243        23        16
       241       214       226        23        15
       242       227       232        24        15
       243       232       225        24        17
       244       217       239        23        15
       245       232       228        24        16
       246       236       231        23        17
       247       198       219        23        18
       248       218       224        23        17
       249       212       250        24        17
       250       220       251        23        16
       251       223       235        24        16
       252       248       228        23        17
       253       234       238        23        17
       254       241       223        24        16
       255       244       209        25        17
       256       233       242        24        14
       257       191       241        23        15
       258       221       216        23        16
       259       206       231        24        16
       260       224       233        24        16
       261       210       248        24        15
       262       240       253        23        17
       263       223       218        24        16
       264       220       228        24        16
       265       225       239        24        16
       266       242       233        25        17
       267       236       251        24        17
       268       253       220        24        16
       269       285       231        24        17
       270       224       250        24        16
       271       247       246        23        15
       272       240       234        24        17
       273       236       207        24        17
       274       210       215        24        17
       275       245       247        24        17
       276       223       240        24        16
       277       237       226        24        16
       278       226       232        24        16
       279       225       218        24        17
       280       236       227        24        16
       281       259       242        24        14
       282       229       241        23        16
       283       237       234        24        16
       284       223       240        23        17
       285       213       231        24        16
       286       238       223        24        17
       287       236       232        24        16
       288       204       231        23        16
       289       234       218        23        17
       290       237       216        24        16
       291       215       231        24        16
       292       214       245        23        16
       293       253       208        23        17
       294       237       219        24        16
       295       198       232        24        17
       296       254       239        23        16
       297       224       213        23        16
       298       226       229        23        16
       299       235       242        23        17
       300       219       221        24        18
       301       245       228        23        15
       302       194       219        24        17
       303       256       218        25        17
       304       214       226        24        16
       305       253       230        23        16
       306       208       231        24        16
       307       228       243        24        17
       308       234       239        24        17
       309       226       233        24        16
       310       236       226        23        17
       311       232       226        24        16
       312       231       242        24        13
       313       236       222        24        17
       314       211       227        24        16
       315       220       255        24        14
       316       222       223        24        17
       317       262       240        24        17
       318       247       234        23        16
       319       277       215        24        18
       320       227       237        23        17
       321       246       230        23        17
       322       210       244        24        16
       323       249       236        24        17
       324       241       252        24        17
       325       239       253        24        16
       326       259       246        24        16
       327       213       240        24        16
       328       225       203        23        17
       329       240       245        24        17
       330       275       252        24        16
       331       227       253        23        15
       332       244       238        24        16
       333       214       236        25        17
       334       235       249        24        16
       335       227       224        24        15
       336       229       260        24        15
       337       258       238        24        15
       338       245       241        24        16
       339       249       246        24        15
       340       215       222        23        17
       341       222       213        24        18
       342       230       239        24        16
       343       216       228        23        17
       344       240       220        24        16
       345       232       225        23        17
       346       242       221        24        16
       347       209       221        24        17
       348       248       248        23        17
       349       238       218        24        15
       350       213       229        23        17
       351       240       252        23        17
       352       192       222        24        15
       353       236       227        24        17
       354       244       220        24        17
       355       242       234        23        15
       356       205       226        24        17
       357       224       228        24        17
       358       225       219        24        18
       359       232       248        24        16
       360       215       230        24        16
       361       230       232        23        15
       362       235       223        24        15
       363       218       246        24        17
       364       220       231        24        16
       365       267       210        23        18
       366       252       242        24        17
       367       260       222        24        17
       368       210       226        23        17
       369       223       232        24        18
       370       232       214        24        17
       371       210       243        23        15
       372       222       239        24        15
       373       225       238        24        15
       374       236       230        25        16
       375       212       237        24        15
       376       267       226        24        17
       377       200       240        24        14
       378       253       223        23        17
       379       195       240        24        16
       380       238       237        24        16
       381       242       224        24        17
       382       232       234        23        17
       383       205       233        24        16
       384       226       238        24        16
       385       226       231        24        16
       386       238       237        24        16
       387       227       243        24        16
       388       250       223        24        17
       389       239       238        24        16
       390       237       232        24        17
       391       220       217        24        16
       392       270       225        24        17
       393       247       225        24        16
       394       202       229        24        17
       395       235       239        24        14
       396       231       224        24        16
       397       239       236        24        15
       398       214       205        24        17
       399       238       234        24        15
       400       234       234        24        15
       401       244       233        24        16
       402       259       227        24        17
       403       218       219        24        16
       404       242       253        23        16
       405       229       236        25        14
       406       262       226        24        16
       407       212       252        24        15
       408       233       235        23        15
       409       231       229        24        17
       410       206       223        24        17
       411       211       221        24        17
       412       249       234        24        16
       413       243       215        24        15
       414       225       239        23        17
       415       226       212        25        17
       416       226       229        24        17
       417       252       236        24        17
       418       251       236        23        16
       419       252       224        24        16
       420       224       236        24        16
       421       244       205        24        18
       422       239       230        24        17
       423       253       209        24        18
       424       241       242        24        16
       425       223       245        24        17
       426       216       222        23        17
       427       215       244        24        16
       428       246       232        24        16
       429       259       244        24        17
       430       208       218        24        16
       431       252       230        24        18
       432       235       246        23        16
       433       244       246        24        16
       434       221       217        24        18
       435       261       231        24        15
       436       210       253        24        16
       437       231       225        24        17
       438       238       225        24        16
       439       254       245        24        15
       440       274       253        24        17
       441       230       256        24        16
       442       238       221        24        16
       443       237       234        24        17
       444       244       225        24        17
       445       212       232        24        15
       446       255       235        24        14
       447       239       235        23        15
       448       209       235        24        17
       449       226       239        24        17
       450       206       234        24        15
       451       225       236        24        16
       452       215       223        23        17
       453       225       243        23        15
       454       220       240        24        16
       455       246       224        23        16
       456       220       242        24        16
       457       237       242        24        16
       458       260       220        24        17
       459       229       241        24        16
       460       238       244        24        16
       461       242       237        24        16
       462       266       241        24        16
       463       204       215        24        16
       464       225       236        24        16
       465       243       234        24        16
       466       232       218        24        16
       467       219       210        24        16
       468       268       229        24        17
       469       256       236        24        16
       470       251       227        24        17
       471       217       232        24        13
       472       242       233        24        15
       473       247       234        23        15
       474       242       230        24        17
       475       252       234        24        15
       476       231       219        24        16
       477       220       236        24        15
       478       220       236        24        17
       479       219       235        24        16
       480       227       202        24        18
       481       224       220        24        15
       482       215       217        23        17
       483       231       238        23        14
       484       231       227        24        16
       485       227       219        24        16
       486       253       204        24        17
       487       231       224        24        15
       488       217       234        24        15
       489       217       212        24        16
       490       235       230        24        17
       491       204       237        24        17
       492       211       224        24        17
       493       231       236        23        16
       494       222       207        24        16
       495       238       236        24        17
       496       224       235        24        17
       497       239       216        24        17
       498       224       220        24        17
       499       203       214        24        16

     total    115568    115568     11787      8074


checkpop calls        5000
rebalance calls       5000

number of walkers   52426401

number of walkers moved      0.220 %
