Time for block (sec) (min) =              5186.894     86.448
Time for block (sec) (min) =              6387.817    106.464
Time for block (sec) (min) =              5205.257     86.754
Time for block (sec) (min) =              5366.910     89.449
Time for block (sec) (min) =              5268.816     87.814
Time for block (sec) (min) =              6513.903    108.565
Time for block (sec) (min) =              5241.666     87.361
Time for block (sec) (min) =              5360.453     89.341
Time for block (sec) (min) =              6495.524    108.259
Time for block (sec) (min) =              6431.520    107.192
Time for block (sec) (min) =              6464.217    107.737
Time for block (sec) (min) =              6523.698    108.728
Time for block (sec) (min) =              6715.150    111.919
Time for block (sec) (min) =              6518.096    108.635
Time for block (sec) (min) =              5427.649     90.461
Time for block (sec) (min) =              5467.026     91.117
Time for block (sec) (min) =              6462.027    107.700
Time for block (sec) (min) =              6688.816    111.480
Time for block (sec) (min) =              5376.915     89.615
Time for block (sec) (min) =              5492.977     91.550
Time for block (sec) (min) =              6643.937    110.732
Time for block (sec) (min) =              6450.516    107.509
Time for block (sec) (min) =              6501.076    108.351
Time for block (sec) (min) =              6541.701    109.028
Time for block (sec) (min) =              5448.813     90.814
