total energy-propagated        0.00000000E+00  -2.3470844439E+01 +-    2.7997519240E-01   
total energy-propagated        2.50000000E-03  -2.5276958628E+01 +-    2.6290229459E-01   
total energy-propagated        5.00000000E-03  -2.5555248536E+01 +-    2.7668514796E-01   
total energy-propagated        7.50000000E-03  -2.5660387832E+01 +-    2.5217578292E-01   
total energy-propagated        1.00000000E-02  -2.5774988011E+01 +-    2.5373335307E-01   
total energy-propagated        1.25000000E-02  -2.5471356928E+01 +-    2.6197856618E-01   
total energy-propagated        1.50000000E-02  -2.5351707842E+01 +-    2.5546688127E-01   
total energy-propagated        1.75000000E-02  -2.5191106164E+01 +-    2.4275378858E-01   
total energy-propagated        2.00000000E-02  -2.5540192896E+01 +-    2.4729963640E-01   
total energy-propagated        2.25000000E-02  -2.6165789415E+01 +-    2.3969869162E-01   
total energy-propagated        2.50000000E-02  -2.6040798787E+01 +-    2.4976981818E-01   
total energy-propagated        2.75000000E-02  -2.5449188662E+01 +-    2.5497066468E-01   
total energy-propagated        3.00000000E-02  -2.6127198130E+01 +-    2.7208445221E-01   
total energy-propagated        3.25000000E-02  -2.6325572575E+01 +-    2.6525921433E-01   
total energy-propagated        3.50000000E-02  -2.6090379353E+01 +-    2.6703102545E-01   
total energy-propagated        3.75000000E-02  -2.5509804747E+01 +-    2.6899256607E-01   
total energy-propagated        4.00000000E-02  -2.5483875955E+01 +-    2.4803750888E-01   
total energy-propagated        4.25000000E-02  -2.5867092254E+01 +-    2.6191047675E-01   
total energy-propagated        4.50000000E-02  -2.6451371369E+01 +-    2.8059524156E-01   
total energy-propagated        4.75000000E-02  -2.5881292549E+01 +-    2.6146206245E-01   
total energy-propagated        5.00000000E-02  -2.5680478814E+01 +-    2.7189572661E-01   
total energy-propagated        5.25000000E-02  -2.5841353489E+01 +-    2.6433868354E-01   
total energy-propagated        5.50000000E-02  -2.5794982625E+01 +-    2.4637091101E-01   
total energy-propagated        5.75000000E-02  -2.5812956063E+01 +-    2.4607151150E-01   
total energy-propagated        6.00000000E-02  -2.5222514758E+01 +-    2.4020590447E-01   
total energy-propagated        6.25000000E-02  -2.5604432921E+01 +-    2.3383640349E-01   
total energy-propagated        6.50000000E-02  -2.5809261139E+01 +-    2.7245660828E-01   
total energy-propagated        6.75000000E-02  -2.5820249623E+01 +-    2.5805449492E-01   
total energy-propagated        7.00000000E-02  -2.5770659792E+01 +-    2.6930321809E-01   
total energy-propagated        7.25000000E-02  -2.6259935946E+01 +-    2.6289755215E-01   
total energy-propagated        7.50000000E-02  -2.5765677333E+01 +-    2.5431014398E-01   
total energy-propagated        7.75000000E-02  -2.5386518513E+01 +-    2.6816797206E-01   
total energy-propagated        8.00000000E-02  -2.5896850998E+01 +-    2.3459290274E-01   
total energy-propagated        8.25000000E-02  -2.5845964995E+01 +-    2.6001321292E-01   
total energy-propagated        8.50000000E-02  -2.6332346309E+01 +-    2.6347882524E-01   
total energy-propagated        8.75000000E-02  -2.5858867045E+01 +-    2.6686732917E-01   
total energy-propagated        9.00000000E-02  -2.6074102938E+01 +-    2.6271780201E-01   
total energy-propagated        9.25000000E-02  -2.5633078300E+01 +-    2.6085484929E-01   
total energy-propagated        9.50000000E-02  -2.6171912105E+01 +-    2.8759706581E-01   
total energy-propagated        9.75000000E-02  -2.5080916470E+01 +-    2.5186946575E-01   
total energy-propagated        1.00000000E-01  -2.5337202843E+01 +-    2.4217494743E-01   
total energy-propagated        1.02500000E-01  -2.6278732530E+01 +-    2.8141786135E-01   
total energy-propagated        1.05000000E-01  -2.5878396606E+01 +-    2.7861681557E-01   
total energy-propagated        1.07500000E-01  -2.5659335191E+01 +-    2.6279856464E-01   
total energy-propagated        1.10000000E-01  -2.6223545838E+01 +-    2.4575838447E-01   
total energy-propagated        1.12500000E-01  -2.6043599644E+01 +-    2.6248214671E-01   
total energy-propagated        1.15000000E-01  -2.6226247656E+01 +-    2.5400174559E-01   
total energy-propagated        1.17500000E-01  -2.5388090252E+01 +-    2.3762513678E-01   
total energy-propagated        1.20000000E-01  -2.5720823495E+01 +-    2.8392412137E-01   
total energy-propagated        1.22500000E-01  -2.5781438224E+01 +-    2.7625325654E-01   
total energy-propagated        1.25000000E-01  -2.5661650609E+01 +-    2.6225588421E-01   
total energy-propagated        1.27500000E-01  -2.5759022126E+01 +-    2.5480944698E-01   
total energy-propagated        1.30000000E-01  -2.5643697005E+01 +-    2.6233799540E-01   
total energy-propagated        1.32500000E-01  -2.6322856955E+01 +-    2.4597434742E-01   
total energy-propagated        1.35000000E-01  -2.5920560081E+01 +-    2.3773967073E-01   
total energy-propagated        1.37500000E-01  -2.5939871914E+01 +-    2.7392538110E-01   
total energy-propagated        1.40000000E-01  -2.5674593040E+01 +-    2.7395420840E-01   
total energy-propagated        1.42500000E-01  -2.5774520875E+01 +-    2.7043033542E-01   
total energy-propagated        1.45000000E-01  -2.5623220097E+01 +-    2.6798312378E-01   
total energy-propagated        1.47500000E-01  -2.5513826576E+01 +-    2.7531274960E-01   
total energy-propagated        1.50000000E-01  -2.6156909282E+01 +-    2.8057366517E-01   
total energy-propagated        1.52500000E-01  -2.5785009808E+01 +-    2.4213633985E-01   
total energy-propagated        1.55000000E-01  -2.5654918195E+01 +-    2.6234089625E-01   
total energy-propagated        1.57500000E-01  -2.5780268993E+01 +-    2.5003713908E-01   
total energy-propagated        1.60000000E-01  -2.5597059804E+01 +-    2.8384315484E-01   
total energy-propagated        1.62500000E-01  -2.5041171824E+01 +-    2.6877779198E-01   
total energy-propagated        1.65000000E-01  -2.5542761033E+01 +-    2.6158327597E-01   
total energy-propagated        1.67500000E-01  -2.5503683883E+01 +-    2.5953898427E-01   
total energy-propagated        1.70000000E-01  -2.5922941606E+01 +-    2.4821313692E-01   
total energy-propagated        1.72500000E-01  -2.5841487881E+01 +-    2.6483823598E-01   
total energy-propagated        1.75000000E-01  -2.6249157607E+01 +-    2.5759096314E-01   
total energy-propagated        1.77500000E-01  -2.5544613740E+01 +-    3.1483558371E-01   
total energy-propagated        1.80000000E-01  -2.6070947865E+01 +-    2.7417079787E-01   
total energy-propagated        1.82500000E-01  -2.6089020947E+01 +-    2.6495804314E-01   
total energy-propagated        1.85000000E-01  -2.5893301229E+01 +-    2.5997049583E-01   
total energy-propagated        1.87500000E-01  -2.5710703821E+01 +-    2.6252259392E-01   
total energy-propagated        1.90000000E-01  -2.5731788612E+01 +-    2.5090482407E-01   
total energy-propagated        1.92500000E-01  -2.5384186200E+01 +-    2.4684430792E-01   
total energy-propagated        1.95000000E-01  -2.6409142673E+01 +-    2.7905597994E-01   
total energy-propagated        1.97500000E-01  -2.5696801235E+01 +-    2.8625730440E-01   
total energy-propagated        2.00000000E-01  -2.5525216572E+01 +-    2.7130938858E-01   
total energy-propagated        2.02500000E-01  -2.5613034108E+01 +-    2.4715411964E-01   
total energy-propagated        2.05000000E-01  -2.5840341345E+01 +-    2.5531404582E-01   
total energy-propagated        2.07500000E-01  -2.6305588302E+01 +-    2.5738363400E-01   
total energy-propagated        2.10000000E-01  -2.6197318028E+01 +-    2.6608263776E-01   
total energy-propagated        2.12500000E-01  -2.6068511003E+01 +-    2.4761578222E-01   
total energy-propagated        2.15000000E-01  -2.5650706893E+01 +-    2.4480726356E-01   
total energy-propagated        2.17500000E-01  -2.5458217481E+01 +-    2.6652080929E-01   
total energy-propagated        2.20000000E-01  -2.5337417491E+01 +-    2.7848263749E-01   
total energy-propagated        2.22500000E-01  -2.5857591164E+01 +-    2.6398276979E-01   
total energy-propagated        2.25000000E-01  -2.6222567772E+01 +-    2.7888720844E-01   
total energy-propagated        2.27500000E-01  -2.5952698901E+01 +-    2.5792206718E-01   
total energy-propagated        2.30000000E-01  -2.5810442800E+01 +-    2.4558724357E-01   
total energy-propagated        2.32500000E-01  -2.5466376652E+01 +-    2.4940255075E-01   
total energy-propagated        2.35000000E-01  -2.6055790763E+01 +-    2.8658446626E-01   
total energy-propagated        2.37500000E-01  -2.5110052531E+01 +-    2.7027079202E-01   
total energy-propagated        2.40000000E-01  -2.5669037795E+01 +-    2.8150789526E-01   
total energy-propagated        2.42500000E-01  -2.5401451799E+01 +-    2.5407041372E-01   
total energy-propagated        2.45000000E-01  -2.6285963400E+01 +-    2.6631397116E-01   
total energy-propagated        2.47500000E-01  -2.5889269676E+01 +-    2.6846858859E-01   
total energy-propagated        2.50000000E-01  -2.5941979645E+01 +-    2.4723235766E-01   
